Date,Price,Open,High,Low,Vol.,Change %
11/3/2021,"47,032.44","47,112.92","47,317.27","46,968.41",,-0.17%
11/4/2021,"47,219.18","47,032.44","47,242.82","46,936.48",,0.40%
11/5/2021,"47,295.80","47,219.18","47,608.46","47,184.15",,0.16%
11/8/2021,"47,115.04","47,295.80","47,442.57","47,020.85",,-0.38%
11/9/2021,"46,399.91","47,115.04","47,174.49","46,306.91",,-1.52%
11/10/2021,"46,629.88","46,399.91","46,755.32","46,399.91",,0.50%
11/11/2021,"46,348.18","46,629.88","46,843.69","46,323.59",,-0.60%
11/12/2021,"45,749.15","46,348.18","46,409.11","45,717.21",,-1.29%
11/15/2021,"45,736.26","45,749.15","45,910.96","45,544.99",,-0.03%
11/16/2021,"46,542.91","45,736.26","46,623.76","45,736.26",,1.76%
11/17/2021,"46,194.42","46,542.91","46,655.90","46,071.98",,-0.75%
11/18/2021,"46,110.50","46,194.42","46,292.57","45,728.42",,-0.18%
11/19/2021,"46,489.41","46,110.50","46,601.79","46,001.41",,0.82%
11/22/2021,"45,745.00","46,489.41","46,599.19","45,716.60",,-1.60%
11/23/2021,"44,948.52","45,745.00","45,915.61","44,881.15",,-1.74%
11/24/2021,"44,363.70","44,948.52","44,983.91","44,210.99",,-1.30%
11/25/2021,"43,935.75","44,363.70","44,516.82","43,735.65",,-0.96%
11/26/2021,"44,114.16","43,935.75","44,333.71","43,736.43",,0.41%
11/29/2021,"45,330.05","44,114.16","45,416.99","43,933.50",,2.76%
11/30/2021,"45,072.38","45,330.05","45,757.60","44,727.96",,-0.57%
12/1/2021,"45,369.14","45,072.38","45,459.83","45,072.38",,0.66%
12/2/2021,"43,234.15","45,369.14","45,369.14","43,087.47",,-4.71%
12/3/2021,"43,232.83","43,234.15","43,590.52","42,752.76",,0.00%
12/6/2021,"43,280.77","43,232.83","43,547.95","42,972.02",,0.11%
12/7/2021,"43,853.49","43,280.77","44,066.16","43,280.77",,1.32%
12/8/2021,"43,846.87","43,853.49","44,139.22","43,653.06",,-0.02%
12/9/2021,"43,518.84","43,846.87","43,996.62","43,273.76",,-0.75%
12/10/2021,"43,395.78","43,518.84","43,606.41","43,044.99",,-0.28%
12/13/2021,"42,876.37","43,395.78","43,478.61","42,806.68",,-1.20%
12/14/2021,"43,246.71","42,876.37","43,265.80","42,715.42",,0.86%
12/15/2021,"44,366.86","43,246.71","44,507.47","43,246.71",,2.59%
12/16/2021,"43,731.20","44,366.86","44,392.54","43,607.80",,-1.43%
12/17/2021,"43,900.68","43,731.20","44,003.75","43,556.61",,0.39%
12/20/2021,"44,339.95","43,900.68","44,484.76","43,808.84",,1.00%
12/21/2021,"44,177.07","44,339.95","44,594.66","44,122.13",,-0.37%
12/22/2021,"44,174.97","44,177.07","44,292.91","44,091.20",,0.00%
12/23/2021,"44,266.90","44,174.97","44,446.99","44,108.69",,0.21%
12/24/2021,"44,118.39","44,266.90","44,467.85","44,041.52",,-0.34%
12/27/2021,"43,913.44","44,118.39","44,167.58","43,846.95",,-0.46%
12/28/2021,"44,043.74","43,913.44","44,117.17","43,906.41",,0.30%
12/29/2021,"44,260.11","44,043.74","44,264.84","43,941.64",,0.49%
12/30/2021,"44,416.20","44,260.11","44,589.28","44,260.11",,0.35%
12/31/2021,"44,596.07","44,416.20","44,646.49","44,307.27",,0.40%
1/3/2022,"44,886.89","44,596.07","44,905.35","44,509.57",,0.65%
1/4/2022,"45,390.84","44,886.89","45,406.08","44,886.89",,1.12%
1/5/2022,"45,407.89","45,390.84","45,438.16","45,241.45",,0.04%
1/6/2022,"45,082.30","45,407.89","45,407.89","45,021.32",,-0.72%
1/7/2022,"45,345.65","45,082.30","45,364.19","44,968.90",,0.58%
1/10/2022,"45,887.63","45,345.65","45,967.29","45,206.00",,1.20%
1/11/2022,"45,881.13","45,887.63","46,057.24","45,524.23",,-0.01%
1/12/2022,"45,916.25","45,881.13","46,220.40","45,872.48",,0.08%
1/13/2022,"45,763.20","45,916.25","46,002.77","45,693.80",,-0.33%
1/14/2022,"45,763.45","45,763.20","45,987.88","45,734.30",,0.00%
1/17/2022,"45,612.20","45,763.30","45,763.30","45,385.97",,-0.33%
1/18/2022,"45,507.41","45,612.20","45,758.10","45,469.46",,-0.23%
1/19/2022,"44,833.43","45,507.41","45,575.77","44,734.24",,-1.48%
1/20/2022,"44,825.97","44,833.43","44,875.44","44,275.23",,-0.02%
1/21/2022,"45,018.28","44,825.97","45,149.19","44,755.74",,0.43%
1/24/2022,"44,923.91","45,018.28","45,044.51","44,797.42",,-0.21%
1/25/2022,"44,887.77","44,923.91","45,255.43","44,846.03",,-0.08%
1/26/2022,"44,955.05","44,887.77","45,030.45","44,712.65",,0.15%
1/27/2022,"45,083.04","44,955.05","45,179.89","44,955.05",,0.28%
1/28/2022,"45,077.91","45,083.04","45,312.05","45,042.25",,-0.01%
1/31/2022,"45,374.68","45,077.91","45,462.62","45,077.91",,0.66%
2/1/2022,"45,674.50","45,374.68","45,754.17","45,374.68",,0.66%
2/2/2022,"46,119.15","45,674.50","46,139.50","45,674.50",,0.97%
2/3/2022,"45,862.93","46,119.15","46,387.64","45,818.04",,-0.56%
2/4/2022,"45,909.65","45,862.93","46,129.46","45,814.64",,0.10%
2/7/2022,"45,841.25","45,909.65","46,139.82","45,799.67",,-0.15%
2/8/2022,"45,947.95","45,841.25","46,040.61","45,727.64",,0.23%
2/9/2022,"46,339.76","45,947.95","46,405.86","45,947.95",,0.85%
2/10/2022,"45,940.04","46,339.76","46,464.38","45,936.74",,-0.86%
2/11/2022,"46,079.37","45,940.04","46,143.91","45,838.75",,0.30%
2/14/2022,"45,644.09","46,079.37","46,133.87","45,507.45",,-0.94%
2/15/2022,"45,731.70","45,644.09","45,804.00","45,502.81",,0.19%
2/16/2022,"45,684.80","45,731.70","45,904.63","45,603.93",,-0.10%
2/17/2022,"45,441.10","45,684.80","45,716.89","45,258.85",,-0.53%
2/18/2022,"45,675.87","45,441.10","45,705.50","45,441.10",,0.52%
2/21/2022,"45,362.85","45,675.87","45,742.83","45,342.06",,-0.69%
2/22/2022,"45,012.18","45,362.85","45,362.85","44,698.45",,-0.77%
2/23/2022,"45,132.92","45,012.18","45,235.21","44,756.23",,0.27%
2/24/2022,"43,830.51","45,132.92","45,132.92","43,791.31",,-2.89%
2/25/2022,"43,984.24","43,830.51","44,192.52","43,805.73",,0.35%
2/28/2022,"44,461.01","43,984.24","44,557.10","43,646.08",,1.08%
3/1/2022,"44,803.58","44,461.01","45,016.65","44,461.01",,0.77%
3/2/2022,"44,514.12","44,803.58","44,803.58","44,133.88",,-0.65%
3/3/2022,"44,525.72","44,514.12","44,705.74","44,311.80",,0.03%
3/4/2022,"44,551.35","44,525.72","44,723.19","44,461.06",,0.06%
3/7/2022,"43,266.97","44,551.35","44,551.35","43,050.88",,-2.88%
3/8/2022,"42,878.35","43,266.97","43,426.72","42,788.53",,-0.90%
3/9/2022,"43,042.96","42,878.35","43,217.19","42,865.81",,0.38%
3/10/2022,"43,853.62","43,042.96","43,921.82","43,042.96",,1.88%
3/11/2022,"43,653.33","43,853.62","43,966.27","43,596.16",,-0.46%
3/14/2022,"43,366.89","43,653.33","43,767.77","43,324.94",,-0.66%
3/15/2022,"43,719.82","43,366.89","43,793.57","43,326.76",,0.81%
3/16/2022,"43,975.69","43,719.82","44,281.27","43,719.82",,0.59%
3/17/2022,"43,807.23","43,975.69","44,187.00","43,798.16",,-0.38%
3/18/2022,"43,029.97","43,807.23","43,807.23","42,990.55",,-1.77%
3/21/2022,"43,230.22","43,029.97","43,388.18","43,029.97",,0.47%
3/22/2022,"43,203.79","43,230.22","43,398.44","43,164.20",,-0.06%
3/24/2022,"43,522.55","43,203.79","43,569.67","42,936.06",,0.74%
3/25/2022,"43,551.14","43,522.55","43,686.35","43,375.51",,0.07%
3/28/2022,"43,933.56","43,551.15","43,933.56","43,291.01",,0.88%
3/29/2022,"44,438.70","43,933.56","44,478.58","43,933.56",,1.15%
3/30/2022,"44,337.56","44,438.70","44,444.98","43,975.67",,-0.23%
3/31/2022,"44,928.83","44,337.56","44,928.83","44,337.56",,1.33%
4/1/2022,"45,152.11","44,928.83","45,396.14","44,654.95",,0.50%
4/4/2022,"43,902.04","45,152.11","45,152.11","43,824.08",,-2.77%
4/5/2022,"43,928.08","43,902.04","44,289.83","43,784.03",,0.06%
4/6/2022,"44,111.10","43,928.08","44,377.92","43,928.08",,0.42%
4/7/2022,"43,786.83","44,111.10","44,349.59","43,751.75",,-0.74%
4/8/2022,"44,444.58","43,786.83","44,501.55","43,786.83",,1.50%
4/11/2022,"46,144.96","44,444.58","46,215.54","44,444.58",,3.83%
4/12/2022,"46,407.26","46,144.96","46,459.26","45,896.46",,0.57%
4/13/2022,"46,165.50","46,407.26","46,643.05","46,062.27",,-0.52%
4/14/2022,"46,484.43","46,165.50","46,510.11","46,054.36",,0.69%
4/15/2022,"46,601.54","46,484.43","46,785.59","46,484.43",,0.25%
4/18/2022,"46,539.59","46,776.58","46,969.46","46,428.95",,-0.13%
4/19/2022,"46,333.36","46,539.59","46,746.24","46,275.64",,-0.44%
4/20/2022,"45,943.16","46,333.36","46,586.06","45,891.14",,-0.84%
4/21/2022,"45,652.62","45,943.16","46,067.18","45,599.96",,-0.63%
4/22/2022,"45,553.02","45,652.62","45,774.85","45,505.07",,-0.22%
4/25/2022,"46,073.25","45,553.02","46,203.59","45,553.02",,1.14%
4/26/2022,"45,817.67","46,073.25","46,184.55","45,782.89",,-0.55%
4/27/2022,"45,533.30","45,817.68","45,958.37","45,482.50",,-0.62%
4/28/2022,"45,249.41","45,533.30","45,533.30","44,656.96",,-0.62%
5/6/2022,"44,840.81","45,249.41","45,249.41","44,784.42",,-0.90%
5/9/2022,"43,393.14","44,840.81","44,841.41","43,233.21",,-3.23%
5/10/2022,"43,504.36","43,393.14","43,647.55","43,262.69",,0.26%
5/11/2022,"42,863.15","43,504.36","43,649.59","42,394.32",,-1.47%
5/12/2022,"42,898.44","42,863.15","43,032.50","42,273.27",,0.08%
5/13/2022,"43,486.46","42,898.44","43,505.75","42,853.80",,1.37%
5/16/2022,"42,667.32","43,486.46","43,486.46","42,375.39",,-1.88%
5/17/2022,"42,726.06","42,667.32","42,883.86","42,607.15",,0.14%
5/18/2022,"43,026.88","42,726.06","43,161.43","42,509.55",,0.70%
5/19/2022,"42,983.45","43,026.88","43,256.32","42,938.75",,-0.10%
5/20/2022,"43,100.70","42,983.45","43,185.80","42,938.60",,0.27%
5/23/2022,"42,440.25","43,100.71","43,100.71","42,345.08",,-1.53%
5/24/2022,"41,950.32","42,440.25","42,637.54","41,915.98",,-1.15%
5/25/2022,"42,012.66","41,950.32","42,128.41","41,356.02",,0.15%
5/26/2022,"42,541.71","42,012.66","42,607.43","41,904.46",,1.26%
5/27/2022,"42,861.45","42,541.71","43,554.75","42,541.71",,0.75%
5/30/2022,"43,040.14","42,861.45","43,257.78","42,861.45",,0.42%
5/31/2022,"43,078.14","43,040.14","43,339.22","43,018.40",,0.09%
6/1/2022,"42,756.04","43,078.14","43,148.77","42,723.51",,-0.75%
6/2/2022,"42,237.91","42,756.04","42,822.77","42,132.98",,-1.21%
6/3/2022,"41,314.88","42,237.91","42,237.91","41,229.43",,-2.19%
6/6/2022,"41,577.21","41,314.88","41,674.10","41,031.91",,0.63%
6/7/2022,"41,568.41","41,577.21","41,854.25","41,524.07",,-0.02%
6/8/2022,"41,553.16","41,568.41","41,620.35","41,391.53",,-0.04%
6/9/2022,"41,735.96","41,553.16","41,994.62","41,553.16",,0.44%
6/10/2022,"42,014.73","41,735.96","42,076.14","41,715.05",,0.67%
6/13/2022,"40,879.93","42,014.73","42,069.65","40,834.97",,-2.70%
6/14/2022,"41,054.68","40,879.93","41,115.72","40,657.88",,0.43%
6/15/2022,"41,438.79","41,054.68","41,534.99","41,054.68",,0.94%
6/16/2022,"41,730.16","41,438.79","41,764.19","41,322.89",,0.70%
6/17/2022,"42,140.76","41,730.16","42,420.64","41,730.16",,0.98%
6/20/2022,"41,776.98","42,140.76","42,357.92","41,740.12",,-0.86%
6/21/2022,"42,525.95","41,776.98","42,564.79","41,745.27",,1.79%
6/22/2022,"42,458.14","42,525.95","42,880.17","42,408.17",,-0.16%
6/23/2022,"42,716.97","42,458.14","42,983.41","42,458.14",,0.61%
6/24/2022,"41,051.79","42,716.97","42,782.34","40,555.41",,-3.90%
6/27/2022,"41,878.57","41,051.79","41,949.93","41,051.79",,2.01%
6/28/2022,"41,765.62","41,878.57","42,149.29","41,614.60",,-0.27%
6/29/2022,"41,297.73","41,765.62","41,813.62","41,119.19",,-1.12%
6/30/2022,"41,540.83","41,297.73","41,559.31","41,220.49",,0.59%
7/1/2022,"41,630.35","41,540.83","41,744.86","41,538.49",,0.22%
7/4/2022,"41,348.19","41,630.35","41,685.69","41,323.42",,-0.68%
7/5/2022,"41,102.57","41,348.19","41,458.08","41,068.60",,-0.59%
7/6/2022,"41,159.79","41,102.57","41,334.90","41,102.57",,0.14%
7/7/2022,"41,344.01","41,159.79","41,396.57","41,009.64",,0.45%
7/13/2022,"41,862.77","41,344.01","41,971.83","41,223.97",,1.25%
7/14/2022,"42,348.91","41,862.77","42,362.91","41,862.77",,1.16%
7/15/2022,"42,074.91","42,348.91","42,499.48","42,027.37",,-0.65%
7/18/2022,"41,367.11","42,074.91","42,074.91","41,275.08",,-1.68%
7/19/2022,"40,389.07","41,367.11","41,551.53","40,216.38",,-2.36%
7/20/2022,"40,459.70","40,389.07","40,533.60","40,135.38",,0.17%
7/21/2022,"39,831.75","40,459.70","40,577.06","39,801.21",,-1.55%
7/22/2022,"40,077.30","39,831.75","40,180.78","39,541.09",,0.62%
7/25/2022,"39,844.02","40,077.30","40,077.30","39,720.80",,-0.58%
7/26/2022,"39,894.05","39,844.02","40,135.44","39,712.94",,0.13%
7/27/2022,"39,972.64","39,894.05","40,097.19","39,605.10",,0.20%
7/28/2022,"40,276.64","39,972.64","40,623.60","39,972.64",,0.76%
7/29/2022,"40,150.36","40,276.64","40,420.57","40,026.86",,-0.31%
8/1/2022,"40,075.96","40,150.36","40,380.64","40,070.67",,-0.19%
8/2/2022,"40,191.61","40,075.96","40,458.09","39,762.50",,0.29%
8/3/2022,"41,068.87","40,191.61","41,208.09","40,191.61",,2.18%
8/4/2022,"41,425.37","41,068.87","41,609.90","41,068.87",,0.87%
8/5/2022,"42,096.24","41,425.37","42,168.08","41,425.37",,1.62%
8/10/2022,"42,494.85","42,096.24","42,776.47","42,096.24",,0.95%
8/11/2022,"42,243.33","42,494.85","42,678.94","42,215.73",,-0.59%
8/12/2022,"42,857.57","42,243.33","42,874.22","42,243.33",,1.45%
8/15/2022,"43,621.82","42,857.57","43,659.04","42,857.57",,1.78%
8/16/2022,"43,436.48","43,621.82","43,887.62","43,379.79",,-0.42%
8/17/2022,"43,676.56","43,436.48","43,736.43","43,389.48",,0.55%
8/18/2022,"43,481.50","43,676.56","43,879.23","43,390.33",,-0.45%
8/19/2022,"43,270.65","43,481.50","43,531.65","43,232.95",,-0.48%
8/22/2022,"42,826.66","43,270.65","43,314.19","42,787.86",,-1.03%
8/23/2022,"43,366.78","42,826.66","43,419.59","42,826.66",,1.26%
8/24/2022,"43,337.97","43,366.77","43,684.11","43,299.48",,-0.07%
8/25/2022,"43,032.57","43,337.97","43,457.55","42,961.10",,-0.70%
8/26/2022,"42,591.51","43,032.57","43,201.21","42,547.72",,-1.02%
8/29/2022,"42,504.34","42,591.51","42,591.51","41,828.13",,-0.20%
8/30/2022,"42,195.25","42,504.34","43,052.27","42,106.02",,-0.73%
8/31/2022,"42,351.15","42,195.26","42,472.14","42,079.05",,0.37%
9/1/2022,"42,460.08","42,351.15","42,667.53","42,351.15",,0.26%
9/2/2022,"42,309.11","42,460.08","42,568.66","42,238.22",,-0.36%
9/5/2022,"41,859.30","42,309.11","42,388.34","41,859.10",,-1.06%
9/6/2022,"41,860.36","41,859.30","41,927.05","41,684.01",,0.00%
9/7/2022,"41,766.05","41,860.36","42,064.94","41,703.95",,-0.23%
9/8/2022,"41,824.79","41,766.05","41,936.93","41,676.94",,0.14%
9/9/2022,"41,948.16","41,824.79","42,099.54","41,815.49",,0.29%
9/12/2022,"41,862.29","41,948.16","42,137.80","41,812.93",,-0.20%
9/13/2022,"42,001.34","41,862.29","42,092.72","41,862.29",,0.33%
9/14/2022,"41,937.62","42,001.34","42,084.45","41,912.84",,-0.15%
9/15/2022,"41,772.09","42,011.82","42,311.63","41,724.81",,-0.39%
9/16/2022,"41,679.49","41,772.09","41,916.86","41,603.48",,-0.22%
9/19/2022,"41,520.59","41,679.49","41,896.62","41,504.64",,-0.38%
9/20/2022,"41,220.91","41,520.59","41,642.02","41,078.71",,-0.72%
9/21/2022,"40,965.58","41,220.91","41,357.75","40,871.82",,-0.62%
9/22/2022,"40,927.95","40,965.58","40,986.95","40,417.92",,-0.09%
9/23/2022,"40,620.21","40,927.95","41,128.83","40,514.33",,-0.75%
9/26/2022,"41,151.54","40,620.21","41,196.63","40,620.21",,1.31%
9/27/2022,"41,518.23","41,151.54","41,589.89","41,151.54",,0.89%
9/28/2022,"41,435.13","41,518.23","41,820.95","41,391.18",,-0.20%
9/29/2022,"41,013.86","41,435.13","41,435.13","40,910.82",,-1.02%
9/30/2022,"41,128.67","41,013.86","41,134.99","40,753.94",,0.28%
10/3/2022,"41,211.70","41,128.67","41,403.73","41,090.52",,0.20%
10/4/2022,"41,350.43","41,211.70","41,587.73","41,211.70",,0.34%
10/5/2022,"41,611.42","41,350.43","41,668.46","41,350.43",,0.63%
10/6/2022,"42,160.57","41,611.42","42,201.55","41,611.42",,1.32%
10/7/2022,"42,085.25","42,160.57","42,389.20","41,992.11",,-0.18%
10/10/2022,"42,211.64","42,085.25","42,441.29","42,071.67",,0.30%
10/11/2022,"42,155.48","42,211.64","42,410.83","42,053.81",,-0.13%
10/12/2022,"42,007.14","42,155.48","42,195.36","41,950.98",,-0.35%
10/13/2022,"42,085.72","42,007.14","42,121.40","41,900.85",,0.19%
10/14/2022,"41,948.50","42,085.72","42,237.29","41,897.05",,-0.33%
10/17/2022,"41,755.45","41,948.50","41,988.50","41,725.96",,-0.46%
10/18/2022,"41,839.26","41,755.45","42,007.23","41,755.45",,0.20%
10/19/2022,"42,226.05","41,839.27","42,265.22","41,839.27",,0.92%
10/20/2022,"42,137.04","42,226.05","42,422.22","42,097.31",,-0.21%
10/21/2022,"42,213.48","42,137.04","42,245.51","41,793.64",,0.18%
10/24/2022,"42,347.23","42,213.48","42,672.34","42,213.48",,0.32%
10/25/2022,"42,190.02","42,347.23","42,523.51","42,156.68",,-0.37%
10/26/2022,"41,540.03","42,190.02","42,190.02","41,490.13",,-1.54%
10/27/2022,"41,602.85","41,540.03","41,711.66","41,318.66",,0.15%
10/28/2022,"41,140.33","41,602.86","41,641.51","41,115.21",,-1.11%
10/31/2022,"41,264.66","41,140.34","41,375.40","41,140.34",,0.30%
11/1/2022,"41,808.69","41,264.66","41,833.43","41,264.66",,1.32%
11/2/2022,"41,944.59","41,808.69","42,004.90","41,727.15",,0.33%
11/3/2022,"42,090.71","41,944.59","42,173.46","41,887.51",,0.35%
11/4/2022,"41,856.31","42,090.71","42,090.71","41,720.90",,-0.56%
11/7/2022,"42,047.36","41,856.31","42,207.42","41,856.31",,0.46%
11/8/2022,"42,265.36","42,047.36","42,313.64","42,047.36",,0.52%
11/10/2022,"42,901.27","42,265.36","42,959.28","42,265.36",,1.50%
11/11/2022,"43,092.95","42,901.27","43,120.83","42,805.88",,0.45%
11/14/2022,"42,850.83","43,092.95","43,092.95","42,761.88",,-0.56%
11/15/2022,"42,796.85","42,850.83","43,035.78","42,748.71",,-0.13%
11/16/2022,"42,983.75","42,796.85","43,097.57","42,728.67",,0.44%
11/17/2022,"42,819.72","42,983.75","43,099.75","42,769.37",,-0.38%
11/18/2022,"42,730.24","42,819.72","42,819.72","42,600.99",,-0.21%
11/21/2022,"42,761.19","42,730.24","42,853.94","42,664.53",,0.07%
11/22/2022,"42,928.62","42,761.19","43,076.45","42,761.19",,0.39%
11/23/2022,"42,880.31","42,928.62","43,040.58","42,790.25",,-0.11%
11/24/2022,"42,903.65","42,880.31","43,014.60","42,865.38",,0.05%
11/25/2022,"42,936.73","42,903.65","43,120.54","42,876.24",,0.08%
11/28/2022,"42,071.34","42,936.73","42,936.73","41,963.94",,-2.02%
11/29/2022,"42,373.59","42,071.34","42,438.08","42,042.48",,0.72%
11/30/2022,"42,348.63","42,373.59","42,515.63","42,274.16",,-0.06%
12/1/2022,"42,393.52","42,348.63","42,658.39","42,348.63",,0.11%
12/2/2022,"42,150.10","42,393.52","42,471.19","41,946.49",,-0.57%
12/5/2022,"41,612.67","42,150.10","42,248.53","41,514.81",,-1.28%
12/6/2022,"41,539.94","41,612.67","41,743.92","41,296.54",,-0.17%
12/7/2022,"41,819.29","41,539.94","41,900.81","41,539.94",,0.67%
12/8/2022,"41,651.61","41,819.29","41,927.37","41,598.94",,-0.40%
12/9/2022,"41,698.28","41,651.61","41,747.57","41,550.70",,0.11%
12/12/2022,"41,540.55","41,698.28","41,784.48","41,511.20",,-0.38%
12/13/2022,"41,714.30","41,540.55","41,770.57","41,512.43",,0.42%
12/14/2022,"41,737.62","41,714.30","41,873.91","41,542.32",,0.06%
12/15/2022,"41,179.76","41,737.62","41,996.82","41,109.95",,-1.34%
12/16/2022,"41,301.48","41,179.76","41,393.97","41,087.59",,0.30%
12/19/2022,"40,970.82","41,301.48","41,393.37","40,814.95",,-0.80%
12/20/2022,"39,832.45","40,970.82","41,037.14","39,533.29",,-2.78%
12/21/2022,"39,342.89","39,832.45","40,022.37","39,276.70",,-1.23%
12/22/2022,"39,838.33","39,342.89","39,926.34","39,330.02",,1.26%
12/23/2022,"39,669.20","39,838.33","39,938.32","39,497.73",,-0.42%
12/26/2022,"40,155.16","39,669.20","40,367.43","39,669.20",,1.23%
12/27/2022,"39,802.91","40,155.16","40,315.77","39,705.66",,-0.88%
12/28/2022,"39,279.43","39,802.91","39,866.99","39,027.51",,-1.32%
12/29/2022,"39,747.35","39,279.43","39,747.35","39,205.17",,1.19%
12/30/2022,"40,420.45","39,747.35","40,420.45","39,694.12",,1.69%
1/2/2023,"40,815.90","40,420.45","41,027.51","40,348.89",,0.98%
1/3/2023,"40,630.64","40,815.90","41,015.92","40,595.58",,-0.45%
1/4/2023,"40,539.30","40,630.64","40,896.18","40,497.98",,-0.22%
1/5/2023,"40,716.74","40,539.30","40,790.74","40,539.30",,0.44%
1/6/2023,"41,007.52","40,716.74","41,097.89","40,684.49",,0.71%
1/9/2023,"40,504.76","41,007.52","41,074.73","40,436.82",,-1.23%
1/10/2023,"40,801.50","40,504.76","40,986.44","40,504.76",,0.73%
1/11/2023,"40,758.20","40,801.51","40,984.67","40,597.35",,-0.11%
1/12/2023,"40,803.89","40,758.20","41,219.67","40,671.34",,0.11%
1/13/2023,"40,323.45","40,803.89","40,803.89","40,195.67",,-1.18%
1/16/2023,"39,720.75","40,323.45","40,354.72","39,660.75",,-1.49%
1/17/2023,"38,342.21","39,720.75","39,942.28","38,287.81",,-3.47%
1/18/2023,"38,791.09","38,342.21","38,945.97","38,257.56",,1.17%
1/19/2023,"38,831.58","38,791.09","39,064.90","38,730.30",,0.10%
1/20/2023,"38,407.98","38,831.58","38,982.16","38,291.70",,-1.09%
1/23/2023,"38,443.59","38,407.98","38,553.12","38,135.53",,0.09%
1/24/2023,"39,055.65","38,443.59","39,091.70","38,443.59",,1.59%
1/25/2023,"39,784.90","39,055.65","39,945.62","39,055.65",,1.87%
1/26/2023,"40,846.53","39,784.90","40,994.69","39,784.90",,2.67%
1/27/2023,"40,450.53","40,846.53","41,095.56","40,402.72",,-0.97%
1/30/2023,"39,871.27","40,450.53","40,666.96","39,844.39",,-1.43%
1/31/2023,"40,673.06","39,871.27","40,717.26","39,871.27",,2.01%
2/1/2023,"40,619.94","40,673.06","40,985.46","40,611.15",,-0.13%
2/2/2023,"40,733.51","40,619.95","40,826.67","40,444.91",,0.28%
2/3/2023,"40,471.16","40,733.51","40,872.87","40,329.75",,-0.64%
2/6/2023,"41,190.77","40,471.16","41,302.29","40,471.16",,1.78%
2/7/2023,"41,522.76","41,190.77","41,763.95","41,190.77",,0.81%
2/8/2023,"41,723.32","41,522.76","41,846.85","41,404.62",,0.48%
2/9/2023,"42,466.59","41,723.32","42,567.75","41,723.32",,1.78%
2/10/2023,"41,741.78","42,466.59","42,544.47","41,663.22",,-1.71%
2/13/2023,"41,716.95","41,741.78","41,991.16","41,644.31",,-0.06%
2/14/2023,"41,150.16","41,716.95","41,848.76","41,047.03",,-1.36%
2/15/2023,"41,326.85","41,150.16","41,457.76","40,918.85",,0.43%
2/16/2023,"41,078.65","41,326.86","41,619.20","41,024.78",,-0.60%
2/17/2023,"41,118.61","41,078.65","41,214.07","40,964.98",,0.10%
2/20/2023,"40,673.64","41,118.61","41,162.89","40,623.97",,-1.08%
2/21/2023,"40,949.84","40,673.64","40,966.71","40,673.64",,0.68%
2/22/2023,"41,167.60","40,949.84","41,212.95","40,923.03",,0.53%
2/23/2023,"40,838.51","41,167.60","41,168.22","40,772.52",,-0.80%
2/24/2023,"40,707.76","40,838.51","40,978.46","40,682.46",,-0.32%
2/27/2023,"40,784.13","40,707.76","40,820.09","40,616.60",,0.19%
2/28/2023,"40,510.37","40,784.13","40,810.04","40,436.36",,-0.67%
3/1/2023,"40,412.77","40,510.37","40,539.87","40,029.72",,-0.24%
3/2/2023,"40,670.88","40,412.77","40,852.97","40,353.46",,0.64%
3/3/2023,"41,337.00","40,670.88","41,359.11","40,487.28",,1.64%
3/6/2023,"41,434.33","41,337.00","41,797.71","41,337.00",,0.24%
3/7/2023,"41,334.69","41,434.33","41,530.19","41,334.69",,-0.24%
3/8/2023,"41,358.93","41,334.69","41,618.66","41,334.69",,0.06%
3/9/2023,"41,585.54","41,358.93","41,648.08","41,358.93",,0.55%
3/10/2023,"41,793.87","41,585.54","41,902.02","41,585.54",,0.50%
3/13/2023,"41,856.85","41,793.87","42,291.77","41,787.35",,0.15%
3/14/2023,"41,816.43","41,856.85","41,953.78","41,705.82",,-0.10%
3/15/2023,"41,874.04","41,816.43","42,010.06","41,607.05",,0.14%
3/16/2023,"41,694.09","41,874.04","42,119.03","41,639.50",,-0.43%
3/17/2023,"41,329.95","41,694.09","41,808.88","41,270.81",,-0.87%
3/20/2023,"40,918.45","41,329.95","41,398.03","40,909.24",,-1.00%
3/21/2023,"40,877.98","40,918.45","40,990.12","40,696.74",,-0.10%
3/22/2023,"40,376.10","40,877.98","40,996.72","40,352.71",,-1.23%
3/24/2023,"39,942.05","40,376.10","40,440.70","39,922.89",,-1.08%
3/27/2023,"40,000.37","39,942.05","40,066.73","39,845.06",,0.15%
3/28/2023,"40,082.37","40,000.37","40,203.77","40,000.37",,0.20%
3/29/2023,"39,879.89","40,082.37","40,186.11","39,866.25",,-0.51%
3/30/2023,"39,848.35","39,879.89","40,005.07","39,796.69",,-0.08%
3/31/2023,"40,000.83","39,848.35","40,000.83","39,729.44",,0.38%
4/3/2023,"39,889.90","40,000.83","40,077.77","39,860.62",,-0.28%
4/4/2023,"39,687.26","39,889.90","39,920.35","39,482.17",,-0.51%
4/5/2023,"39,717.15","39,687.26","39,910.05","39,664.98",,0.08%
4/6/2023,"40,350.89","39,717.15","40,374.33","39,717.15",,1.60%
4/7/2023,"40,049.65","40,350.89","40,549.86","40,005.04",,-0.75%
4/10/2023,"39,835.90","40,049.65","40,183.81","39,815.86",,-0.53%
4/11/2023,"39,804.71","39,835.90","39,919.99","39,723.01",,-0.08%
4/12/2023,"40,126.05","39,804.71","40,172.76","39,803.95",,0.81%
